region,categorie_vehicule,agglomeration,atmosphere,luminosite,etat_surface,intersection,place,disposition_securite,gravite,motif_deplacement,type_collision,mois,semaine,jour,heure,age
53,3,1,4,4,4,1,1,1,1,2,5,9,35,7,20,79
53,1,1,4,2,4,1,1,1,1,1,5,9,38,2,14,65
53,3,1,4,2,4,1,1,1,1,6,5,9,36,2,15,71
75,3,1,4,2,3,1,1,1,1,2,5,12,50,5,16,66
75,3,1,4,2,3,1,1,1,1,2,5,12,50,5,16,42
76,3,1,4,2,4,1,1,1,1,4,5,11,46,5,16,32
76,2,1,4,2,4,1,1,1,1,1,5,11,46,5,16,48
75,3,1,4,1,4,1,1,1,1,1,5,10,42,1,8,53
75,1,1,4,1,4,1,1,1,1,1,5,10,42,1,8,61
75,3,1,4,1,4,1,1,1,1,1,5,10,42,1,8,45
75,3,1,7,1,3,1,1,1,1,2,5,11,44,5,17,53
75,3,1,7,1,3,1,1,1,1,2,5,11,44,5,17,37
75,3,1,4,2,4,1,1,1,1,3,5,11,44,4,8,67
75,3,1,8,3,5,1,1,1,1,2,5,12,48,3,21,52
75,8,1,8,3,5,1,1,1,1,1,5,12,48,3,21,76
52,3,1,4,2,4,1,1,1,1,2,5,7,28,1,14,60
52,3,1,7,3,3,1,1,5,1,2,5,10,40,5,5,39
52,3,1,7,3,3,1,1,5,1,3,5,10,40,5,5,35
27,3,1,8,2,4,1,1,1,1,2,5,12,48,2,14,71
44,3,1,7,2,3,1,1,1,1,3,5,11,47,2,13,63
44,3,1,7,2,3,1,3,1,1,1,5,11,47,2,13,45
53,3,1,4,2,4,1,1,1,1,2,5,7,30,1,18,48
53,3,1,4,2,4,1,1,1,1,3,5,7,30,1,18,38
53,3,1,4,2,4,1,1,1,1,5,5,7,30,1,18,47
32,3,1,4,2,4,1,1,1,1,2,5,7,29,2,17,94
32,3,1,4,2,4,1,1,1,1,2,5,7,29,2,17,36
32,3,1,4,2,4,1,1,1,1,3,5,7,29,2,17,47
32,2,1,4,2,4,1,1,1,1,1,5,8,33,6,12,63
32,7,1,4,2,4,1,1,2,1,2,5,8,33,6,12,79
32,3,1,4,2,4,2,1,1,1,2,5,9,38,6,10,76
32,3,1,4,2,4,2,1,3,1,1,5,10,42,3,8,39
32,3,1,4,2,4,2,1,1,1,1,5,10,42,3,8,51
32,3,1,4,3,4,1,1,1,1,2,5,12,50,5,19,59
11,3,1,4,2,4,6,1,1,4,1,5,3,12,1,16,70
11,2,1,4,2,4,6,1,1,4,1,5,3,12,1,16,60
76,2,1,4,2,4,1,1,1,4,2,5,9,35,2,15,89
84,3,1,4,2,4,1,1,1,4,3,5,9,37,3,16,63
84,6,1,4,2,4,1,1,2,4,2,5,2,7,6,14,47
84,6,1,4,2,4,1,1,2,4,2,5,2,7,6,14,58
53,15,1,4,4,4,1,1,2,4,1,5,8,32,3,1,34
53,3,1,4,2,4,4,1,1,4,2,5,10,43,2,17,94
27,7,1,4,2,4,1,1,2,4,2,5,10,39,7,16,44
53,3,1,7,2,3,1,1,1,4,6,5,7,28,4,18,93
44,15,2,6,2,4,1,1,2,4,2,5,8,33,6,16,30
24,3,2,4,2,4,1,1,3,4,1,5,9,35,3,16,60
11,7,2,4,1,4,1,5,2,4,2,5,9,36,5,21,46
76,7,2,4,1,4,1,1,2,4,3,5,9,37,3,20,57
84,12,2,4,2,4,1,1,2,4,3,5,8,33,2,18,65
84,3,2,3,2,3,1,1,4,4,2,5,9,37,2,8,43
75,3,1,3,2,9,1,1,1,4,2,5,9,37,5,13,47
27,3,1,4,2,4,1,1,1,4,3,5,5,20,3,8,40
76,3,1,3,3,3,1,1,1,4,2,5,11,47,7,19,34
93,3,1,4,3,4,1,1,1,4,2,5,5,19,6,3,35
76,3,1,4,4,4,1,1,1,4,2,5,12,48,5,21,33
75,3,1,7,2,3,1,1,1,4,1,5,8,33,1,9,68
52,3,1,1,2,3,1,1,1,4,3,5,12,48,3,8,40
44,3,1,7,2,3,1,5,5,4,6,5,11,47,2,13,92
32,7,1,4,2,4,1,1,2,4,2,5,8,33,6,12,54
44,3,1,4,2,3,1,1,1,3,1,5,7,30,1,19,41
44,3,1,4,2,3,1,1,1,3,3,5,7,30,1,19,40
84,3,1,7,3,3,1,1,1,3,2,5,3,10,2,19,71
84,3,1,7,3,3,1,1,1,3,3,5,3,10,2,19,53
84,3,1,4,2,4,2,1,1,3,6,5,3,11,4,16,64
84,3,1,4,2,4,1,1,1,3,2,5,7,26,6,11,73
84,3,1,4,2,4,1,1,1,3,2,5,7,26,6,11,58
24,3,1,4,2,4,1,1,1,3,2,5,7,27,5,11,52
24,3,1,4,2,4,1,1,1,3,2,5,7,27,5,11,72
24,17,1,4,2,4,1,1,1,3,1,5,7,27,5,11,63
76,7,1,4,2,4,1,1,2,3,3,5,9,35,3,16,41
84,6,1,4,2,4,1,1,2,3,2,5,8,33,7,19,30
84,19,1,4,2,4,1,1,2,3,2,5,8,33,7,19,29
84,3,1,4,2,4,1,1,1,3,3,5,8,34,4,14,81
84,3,1,4,2,4,1,1,1,3,6,5,8,34,4,14,89
84,3,1,4,2,4,1,1,4,3,2,5,2,7,6,14,44
32,3,1,8,5,3,1,1,1,3,3,5,11,48,1,18,91
32,3,1,4,2,4,6,1,1,3,4,5,11,44,3,12,34
32,3,1,4,2,4,6,4,1,3,2,5,11,44,3,12,48
53,3,1,4,2,4,1,1,1,3,2,5,8,30,7,16,71
53,3,1,4,2,4,1,1,1,3,2,5,8,30,7,16,49
53,7,1,4,2,4,1,1,2,3,2,5,8,32,5,15,77
84,6,1,4,2,4,1,1,2,3,1,5,8,32,4,17,51
84,3,1,4,3,4,1,1,1,3,3,5,10,43,2,19,40
44,3,1,4,1,4,1,1,1,3,3,5,9,39,3,7,58
11,3,1,4,2,4,6,1,1,3,3,5,4,14,3,8,50
11,3,1,4,2,4,2,1,1,3,2,5,4,17,4,18,81
84,3,1,8,3,4,1,1,1,3,2,5,9,38,6,22,52
32,3,1,7,3,3,1,1,1,3,6,5,11,47,6,18,76
32,2,1,7,3,3,1,1,1,3,3,5,11,47,6,18,58
32,3,1,7,3,3,1,1,1,3,2,5,11,44,5,18,53
84,3,1,4,2,4,1,1,1,3,2,5,4,15,5,18,73
32,3,1,4,2,4,1,1,1,3,6,5,8,31,1,15,70
76,3,1,4,3,4,1,1,1,3,3,5,10,43,3,20,33
11,3,1,4,1,4,1,1,1,3,3,5,5,21,4,20,38
11,3,1,4,2,4,1,1,1,3,2,5,5,18,2,13,75
28,3,1,3,2,3,1,1,1,3,2,5,3,12,6,11,77
32,3,1,4,2,4,2,1,1,3,2,5,10,40,7,13,35
32,3,1,4,2,4,1,1,1,3,2,5,10,42,4,14,87
32,3,1,4,2,4,1,1,1,3,1,5,10,42,4,14,43
53,3,1,4,2,4,1,1,1,3,2,5,7,27,2,14,39
53,8,1,7,2,3,1,1,1,3,1,5,7,28,4,18,54
53,3,1,7,2,3,1,1,1,3,2,5,7,28,4,18,63
11,7,1,4,2,4,1,1,2,3,2,5,6,23,6,14,41
11,7,1,4,2,4,1,1,2,3,2,5,6,23,6,14,42
11,14,1,4,2,4,1,1,2,3,4,5,6,23,2,9,37
93,3,2,4,4,4,1,1,3,3,2,5,1,1,5,20,39
93,3,2,4,2,4,1,1,1,3,3,5,3,10,1,9,55
93,3,2,4,4,4,3,1,3,3,6,5,7,28,7,1,41
93,3,2,4,4,4,3,1,1,3,2,5,7,28,7,1,50
84,19,2,8,2,4,1,1,2,3,2,5,4,16,2,15,38
75,7,2,4,2,4,1,1,2,3,2,5,6,24,4,18,48
75,7,2,4,2,4,1,1,2,3,2,5,6,24,4,18,58
53,15,2,4,2,4,1,1,2,3,2,5,5,19,3,18,31
32,6,2,4,2,4,4,1,2,3,2,5,7,29,5,10,40
76,3,2,4,2,4,1,1,1,3,1,5,9,37,5,13,40
44,15,2,6,2,4,1,1,2,3,2,5,8,33,6,16,30
75,19,2,4,1,4,1,1,2,3,3,5,9,36,2,7,75
32,3,2,1,1,3,1,1,1,3,2,5,1,1,4,17,89
32,3,2,1,1,3,1,1,1,3,2,5,1,1,4,17,87
32,7,2,4,2,4,4,1,2,3,3,5,4,14,1,9,37
11,6,2,4,2,4,4,1,2,3,2,5,4,14,4,14,32
11,6,2,4,2,4,4,1,2,3,2,5,4,14,4,14,32
24,3,2,4,2,4,1,1,1,3,2,5,8,35,1,18,34
24,6,2,4,2,4,1,1,2,3,2,5,8,35,1,18,33
24,3,2,4,2,4,1,1,3,3,3,5,9,35,3,16,77
53,3,2,4,5,4,1,1,1,3,2,5,6,22,7,1,42
53,3,2,4,5,4,1,1,1,3,3,5,6,22,7,1,56
53,7,2,4,2,4,1,1,2,3,2,5,6,23,6,16,49
53,3,2,4,2,4,4,1,4,3,2,5,10,39,5,19,97
11,7,2,4,1,4,1,1,2,3,2,5,9,36,5,21,53
11,7,2,4,4,4,2,1,2,3,3,5,10,43,3,18,56
28,15,2,4,2,4,1,1,2,3,4,5,5,20,3,17,31
84,7,2,7,4,3,2,1,2,3,3,5,3,10,2,21,50
84,21,2,7,1,3,1,1,7,3,2,5,11,45,4,17,53
84,3,2,3,4,3,1,5,4,3,2,5,4,15,4,20,30
84,2,2,3,4,3,1,1,1,3,2,5,4,15,4,20,46
27,3,2,4,2,4,1,1,1,3,2,5,10,42,2,14,34
27,3,2,4,2,4,1,1,1,3,3,5,10,42,2,14,35
93,3,2,3,4,3,1,2,5,3,2,5,4,13,3,21,32
84,3,2,4,2,4,1,1,1,3,2,5,7,30,5,18,40
84,19,2,4,2,4,1,1,2,3,3,5,9,38,4,16,52
84,7,2,4,2,4,4,1,2,3,2,5,9,38,6,10,44
11,7,2,4,2,4,1,1,2,3,2,5,5,20,7,13,39
75,3,1,3,2,9,1,3,1,3,2,5,9,37,5,13,40
76,7,1,8,2,6,1,1,2,3,2,5,10,42,6,18,43
11,3,1,7,2,3,1,1,1,3,2,5,10,42,6,13,39
84,3,1,4,1,3,1,1,1,3,2,5,9,35,5,7,41
94,2,1,4,3,4,1,1,1,3,2,5,11,45,5,18,70
76,3,1,3,3,3,1,1,1,3,2,5,11,47,7,19,37
93,3,1,4,2,4,1,1,1,3,2,5,5,18,2,10,61
93,3,1,4,2,4,1,1,1,3,3,5,5,18,2,10,55
93,3,1,4,3,4,1,1,1,3,2,5,5,19,6,3,52
28,3,1,4,3,4,7,1,1,3,2,5,11,44,2,22,69
28,3,1,4,3,4,7,1,1,3,2,5,11,44,2,22,65
28,7,1,4,1,4,1,1,2,3,3,5,11,45,5,17,48
75,3,1,4,1,4,1,1,1,3,2,5,10,40,7,18,52
76,7,1,7,4,3,1,1,2,3,3,5,10,40,4,7,41
76,3,1,4,2,4,1,1,1,3,2,5,11,45,1,12,63
76,3,1,4,2,4,1,1,1,3,3,5,11,45,1,12,58
75,3,1,4,2,4,1,1,1,3,2,5,8,34,7,18,63
75,3,1,7,2,3,1,1,1,3,3,5,8,34,5,8,35
75,3,1,4,3,4,1,1,1,3,3,5,10,41,6,7,45
75,3,1,7,2,3,1,1,1,3,2,5,8,33,1,9,60
75,3,1,4,2,4,1,1,1,3,2,5,10,43,1,16,90
75,3,1,4,2,4,6,1,1,3,2,5,9,36,5,9,74
44,18,1,4,2,4,2,1,13,3,2,5,10,41,6,12,96
44,3,1,4,2,4,1,1,1,3,2,5,10,42,4,17,39
44,3,1,4,2,4,1,1,1,3,5,5,11,47,6,11,47
44,3,1,4,3,4,1,1,1,3,2,5,11,46,5,19,78
44,3,1,7,2,3,1,1,1,3,2,5,11,44,2,13,51
53,7,1,4,4,4,1,1,2,3,2,5,9,35,7,20,37
53,3,1,4,2,4,1,1,1,3,6,5,9,38,2,14,93
53,3,1,4,2,4,1,2,1,3,6,5,9,38,2,14,94
53,3,1,4,2,4,1,1,1,3,3,5,9,38,2,14,37
75,3,1,8,3,5,1,1,1,3,1,5,12,48,3,21,38
52,3,1,1,2,3,1,1,1,3,3,5,12,48,3,8,43
52,3,1,4,2,4,1,1,1,3,2,5,7,28,1,14,75
52,3,1,4,2,4,1,1,1,3,2,5,7,28,1,14,88
27,3,1,3,3,9,1,1,1,3,3,5,12,51,3,18,35
27,3,1,3,3,9,1,1,1,3,2,5,12,51,3,18,38
44,3,1,7,2,3,1,1,1,3,3,5,11,47,2,13,36
32,18,1,4,2,4,2,1,2,3,2,5,9,38,6,10,68
32,18,1,4,2,4,2,1,2,3,2,5,9,38,6,10,69
32,3,1,4,3,4,1,1,1,3,2,5,12,50,5,19,50
76,3,1,4,3,4,1,2,1,2,2,5,10,42,5,20,74
84,17,1,7,3,3,1,1,1,2,2,5,3,10,2,19,79
84,3,1,4,2,4,2,1,1,2,1,5,3,11,4,16,47
84,3,1,4,2,4,1,1,1,2,3,5,7,29,2,15,69
11,3,1,4,2,4,6,1,1,2,2,5,3,12,1,16,55
11,3,1,4,2,4,1,1,1,2,1,5,3,11,3,16,63
11,7,1,7,2,3,1,1,2,2,3,5,3,9,3,9,45
84,2,1,3,3,3,1,1,1,2,1,5,11,44,2,17,46
84,3,1,4,3,4,1,1,1,2,2,5,9,37,5,2,68
84,3,1,4,2,4,1,1,3,2,3,5,2,8,5,10,39
84,3,1,4,2,4,1,1,3,2,3,5,2,8,5,10,37
84,3,1,4,2,4,1,2,1,2,2,5,6,22,5,17,33
84,3,1,4,2,4,1,1,1,2,2,5,6,22,5,17,38
84,18,1,4,2,4,1,1,2,2,2,5,7,28,4,10,78
84,3,1,4,2,4,1,1,1,2,3,5,4,15,2,18,43
84,3,1,4,2,4,1,1,1,2,3,5,9,38,1,15,62
84,3,1,4,3,4,1,1,1,2,2,5,10,40,7,21,62
11,3,1,4,2,4,2,1,1,2,2,5,4,17,4,18,34
11,3,1,4,2,4,2,2,1,2,2,5,4,17,4,18,70
52,3,1,4,4,4,1,1,1,2,1,5,11,46,1,18,49
32,3,1,7,3,3,1,1,1,2,5,5,11,44,5,18,50
32,3,1,7,3,3,1,1,1,2,2,5,11,44,5,18,81
84,3,1,4,2,4,1,1,1,2,2,5,4,15,5,18,34
84,3,1,4,2,4,1,1,1,2,2,5,4,15,5,18,50
84,7,1,4,2,4,1,1,2,2,2,5,4,17,4,16,55
84,3,1,4,2,4,1,1,1,2,2,5,8,34,5,18,51
84,3,1,4,2,4,1,3,1,2,2,5,8,34,5,18,24
84,8,1,4,2,4,1,1,1,2,1,5,8,35,1,14,57
84,3,1,4,2,4,1,1,1,2,2,5,8,35,1,14,55
76,3,1,4,3,4,1,1,1,2,3,5,10,43,3,20,36
52,3,1,7,3,3,1,1,1,2,2,5,1,3,3,18,92
52,3,1,7,3,3,1,2,1,2,2,5,1,3,3,18,93
52,3,1,7,3,3,1,1,1,2,1,5,1,3,3,18,47
32,3,1,4,2,4,2,1,1,2,2,5,10,40,7,13,56
53,3,1,4,2,4,1,1,1,2,2,5,7,27,2,14,42
53,2,1,7,2,3,1,1,1,2,1,5,7,28,4,18,42
53,3,1,7,2,3,1,1,1,2,2,5,7,28,4,18,68
53,3,1,7,2,3,1,2,1,2,3,5,7,28,4,18,36
11,10,1,4,2,4,6,1,1,2,1,5,5,19,2,10,62
11,3,1,4,2,4,1,1,1,2,6,5,6,22,6,11,61
11,3,1,3,2,3,1,1,1,2,3,5,6,23,1,14,43
11,3,1,7,2,3,1,2,1,2,3,5,6,23,1,17,69
11,7,1,4,2,4,1,1,2,2,3,5,6,24,3,6,43
11,7,1,4,3,4,1,2,2,2,2,5,6,26,1,23,42
11,7,1,4,3,4,1,1,2,2,2,5,6,26,1,23,42
93,3,2,4,2,4,1,1,1,2,3,5,3,10,1,9,63
84,15,2,4,2,4,2,5,2,2,6,5,3,10,3,14,41
84,7,2,4,2,4,2,1,2,2,1,5,3,12,3,7,47
84,7,2,4,2,4,2,1,5,2,1,5,3,12,3,7,55
75,3,2,4,2,4,1,1,1,2,2,5,8,31,1,20,40
75,3,2,4,2,4,1,2,1,2,2,5,8,31,1,20,62
75,3,2,4,2,4,1,1,1,2,2,5,8,31,1,20,62
75,7,2,4,2,4,1,1,2,2,2,5,8,31,5,17,34
93,3,2,4,4,4,3,1,1,2,2,5,7,28,7,1,62
53,19,2,8,2,4,2,1,2,2,1,5,4,13,5,9,60
84,12,2,4,2,4,2,1,2,2,6,5,5,18,1,9,52
84,7,2,4,2,4,2,1,2,2,2,5,5,20,2,15,42
84,6,2,4,2,4,1,1,2,2,2,5,5,21,7,19,54
84,7,2,4,2,4,1,1,2,2,2,5,5,21,7,19,73
53,6,2,4,2,4,1,1,2,2,2,5,5,19,3,18,32
53,15,2,4,2,4,1,2,2,2,2,5,5,19,3,18,29
53,3,2,4,2,4,2,1,1,2,2,5,5,20,3,14,38
53,3,2,4,2,4,1,2,1,2,2,5,5,19,2,15,76
53,3,2,3,2,3,2,1,1,2,3,5,6,25,4,19,57
53,3,2,4,2,4,1,1,1,2,2,5,6,22,4,18,89
53,3,2,4,2,4,1,1,1,2,2,5,6,22,4,18,62
53,3,2,4,2,4,1,1,1,2,3,5,6,22,4,18,67
84,3,2,4,2,4,1,1,5,2,2,5,6,22,6,18,26
84,3,2,4,2,4,1,2,1,2,2,5,6,25,5,20,46
84,3,2,4,2,4,1,1,1,2,2,5,6,25,5,20,44
84,3,2,4,2,4,1,2,1,2,3,5,6,25,5,20,45
84,3,2,4,2,4,1,1,1,2,2,5,6,25,5,20,50
75,3,2,4,2,4,2,1,1,2,3,5,8,31,1,7,50
11,15,2,7,2,3,5,1,2,2,6,5,11,46,2,12,48
11,18,2,4,4,4,4,1,9,2,2,5,11,46,4,21,64
11,3,2,7,2,3,1,2,1,2,2,5,11,46,7,16,53
11,3,2,7,2,3,1,3,8,2,2,5,11,46,7,16,17
11,3,2,7,2,3,1,1,1,2,2,5,11,46,7,16,57
11,3,2,7,2,3,1,1,1,2,2,5,11,46,7,16,72
11,7,2,4,4,4,2,1,2,2,2,5,11,44,5,20,41
11,2,2,4,2,4,1,1,1,2,1,5,11,45,2,12,48
44,3,2,4,2,4,1,1,1,2,5,5,6,24,3,15,50
44,3,2,4,2,4,1,1,1,2,3,5,6,22,3,8,39
44,3,2,4,2,4,1,1,1,2,3,5,6,22,3,8,40
84,3,2,4,2,4,7,2,1,2,4,5,5,21,1,12,26
84,3,2,4,2,4,7,1,1,2,3,5,5,21,1,12,57
84,3,2,4,2,4,7,1,1,2,3,5,5,21,1,12,73
76,3,2,4,2,4,1,1,1,2,2,5,9,37,5,13,37
11,3,2,4,1,4,4,1,1,2,2,5,4,15,3,20,47
11,3,2,4,1,4,4,1,1,2,2,5,4,15,3,20,42
44,3,2,4,2,4,2,2,1,2,2,5,8,31,2,19,82
44,3,2,4,2,4,2,1,1,2,2,5,8,31,2,19,46
44,3,2,4,2,4,2,1,1,2,2,5,8,31,2,19,55
44,3,2,4,2,4,2,2,1,2,2,5,8,31,2,19,29
44,3,2,4,2,4,2,1,1,2,3,5,8,31,2,19,38
44,3,2,4,4,4,1,2,1,2,2,5,9,38,6,23,32
32,3,2,1,1,3,1,2,1,2,2,5,1,1,4,17,36
32,3,2,1,1,3,1,1,1,2,2,5,1,1,4,17,35
32,3,2,5,2,1,1,1,1,2,2,5,1,3,2,8,65
32,3,2,4,2,4,4,1,1,2,2,5,4,14,1,9,76
11,7,2,4,4,4,3,1,2,2,3,5,4,14,2,20,55
44,3,2,4,4,4,1,1,1,2,2,5,9,36,7,19,55
32,6,2,4,2,4,1,1,2,2,2,5,5,18,6,18,32
32,19,2,4,2,4,1,1,2,2,2,5,6,25,4,11,49
93,3,2,4,4,4,1,1,13,2,2,5,8,31,6,22,58
93,3,2,4,2,4,1,3,3,2,2,5,8,32,7,10,30
93,6,2,4,2,4,2,2,2,2,2,5,9,39,1,19,29
93,6,2,4,2,4,2,1,2,2,2,5,9,39,1,19,30
53,3,2,4,5,4,1,1,1,2,2,5,6,22,7,1,39
93,3,2,4,2,4,3,1,1,2,2,5,9,35,7,17,46
93,3,2,4,2,4,3,1,1,2,2,5,9,35,7,17,42
28,7,2,4,2,4,1,1,2,2,2,5,6,23,6,18,53
44,19,2,4,2,4,1,1,2,2,2,5,7,27,1,20,48
84,3,2,4,2,4,2,1,1,2,1,5,1,4,4,13,56
84,3,2,4,2,4,4,3,8,2,2,5,7,28,6,11,20
76,7,2,4,1,4,1,1,2,2,3,5,9,37,3,20,60
84,3,2,4,2,4,2,1,1,2,3,5,1,1,4,16,54
84,3,2,4,2,4,1,1,3,2,5,5,1,4,5,7,59
27,3,2,7,2,3,1,1,1,2,6,5,9,37,2,18,46
27,3,2,7,2,3,1,1,1,2,2,5,9,37,2,18,76
27,3,2,7,2,3,1,1,1,2,3,5,9,37,2,18,47
27,7,2,4,4,4,7,1,2,2,6,5,10,41,5,20,34
27,16,2,4,2,4,1,1,1,2,2,5,10,40,5,18,75
84,3,2,4,2,4,1,1,1,2,2,5,3,13,1,13,93
84,3,2,4,2,4,1,1,1,2,4,5,3,13,1,13,39
84,3,2,4,1,4,1,1,1,2,2,5,5,19,1,5,46
84,3,2,4,1,4,1,2,1,2,2,5,5,19,1,5,54
84,3,2,4,2,4,1,1,1,2,3,5,6,24,6,5,42
84,3,2,4,2,4,1,1,1,2,2,5,4,14,6,17,103
84,6,2,4,4,4,1,1,2,2,2,5,10,43,1,19,32
84,3,2,3,4,3,1,2,1,2,2,5,4,15,4,20,31
84,3,2,3,4,3,1,3,4,2,2,5,4,15,4,20,31
84,3,2,3,4,3,1,4,4,2,2,5,4,15,4,20,41
27,3,2,4,2,4,1,2,1,2,2,5,10,42,2,14,35
27,3,2,4,2,4,1,3,1,2,2,5,10,42,2,14,41
27,3,2,4,2,4,1,1,1,2,3,5,10,42,2,14,66
11,3,2,4,2,4,2,2,1,2,3,5,12,48,5,15,72
11,3,2,4,2,4,2,1,3,2,3,5,12,48,5,15,58
11,7,2,4,2,4,2,1,2,2,2,5,12,48,6,13,42
11,12,2,4,4,4,1,1,2,2,3,5,12,49,4,18,59
11,3,2,4,2,4,1,1,1,2,2,5,12,50,2,13,42
11,7,2,3,4,3,5,1,2,2,3,5,12,51,4,22,47
84,3,2,4,2,4,1,2,1,2,5,5,8,32,1,17,40
84,19,2,4,2,4,1,1,2,2,2,5,8,32,1,17,30
84,19,2,4,2,4,1,2,2,2,2,5,8,32,1,17,30
93,3,2,4,2,4,1,1,1,2,3,5,4,14,3,19,49
93,3,2,4,2,4,1,1,1,2,2,5,4,14,3,19,63
84,3,2,4,2,4,1,1,1,2,2,5,7,30,5,18,58
84,15,2,4,2,4,2,1,2,2,2,5,7,27,6,13,33
84,3,2,4,4,4,1,1,5,2,2,5,9,36,7,1,36
84,3,2,4,4,4,1,1,1,2,2,5,9,36,7,1,60
84,3,2,4,4,4,1,2,1,2,2,5,9,36,7,1,56
24,6,2,4,2,4,1,1,2,2,4,5,9,35,4,16,31
24,15,2,4,2,4,1,1,2,2,4,5,9,35,4,16,31
11,7,2,4,2,4,1,1,2,2,3,5,5,18,4,9,37
11,3,2,7,2,3,4,1,1,2,3,5,5,19,1,8,44
11,2,2,7,2,3,4,1,1,2,3,5,5,19,1,8,37
11,3,2,7,2,3,4,1,1,2,3,5,5,19,1,8,51
75,3,1,4,2,4,1,1,1,2,2,5,11,46,3,15,76
93,3,1,4,3,4,1,1,1,2,2,5,5,19,6,3,44
28,2,1,4,3,4,7,1,1,2,2,5,11,44,2,22,34
52,3,1,7,3,3,1,1,1,2,6,5,11,45,7,18,64
28,3,1,4,2,4,1,1,1,2,3,5,1,4,5,9,46
75,3,1,4,1,4,1,1,1,2,3,5,10,40,7,18,54
76,3,1,7,4,3,1,1,1,2,1,5,10,40,4,7,44
76,3,1,7,4,3,1,1,1,2,3,5,10,40,4,7,60
76,7,1,7,4,3,1,2,2,2,3,5,10,40,4,7,39
11,7,1,4,2,4,1,1,2,2,3,5,7,30,4,8,51
11,19,1,4,2,4,1,1,9,2,6,5,7,26,5,13,31
84,3,1,4,2,4,1,1,1,2,1,5,6,26,2,12,40
75,2,1,7,2,3,1,1,1,2,3,5,8,34,5,8,50
75,3,1,7,2,3,1,1,1,2,3,5,8,34,5,8,54
44,3,1,4,3,4,1,1,1,2,2,5,10,43,1,18,40
44,3,1,4,3,4,1,1,1,2,3,5,10,43,1,18,36
76,3,1,4,4,4,1,1,1,2,2,5,12,48,5,21,34
75,3,1,7,2,3,1,1,1,2,2,5,8,33,1,9,95
75,3,1,4,2,4,1,1,1,2,3,5,10,43,1,16,37
44,3,1,4,2,4,1,1,1,2,2,5,10,40,5,16,39
44,3,1,4,2,4,1,1,1,2,2,5,10,40,5,16,65
44,3,1,4,3,4,1,1,1,2,2,5,11,46,5,19,72
44,3,1,4,3,4,1,1,1,2,3,5,11,46,5,19,63
44,3,1,4,2,3,1,1,1,2,2,5,11,45,5,9,53
53,8,1,4,2,4,1,1,1,2,6,5,9,36,2,15,39
75,3,1,4,2,3,1,2,1,2,2,5,12,50,5,16,31
52,4,1,1,2,3,1,1,1,2,1,5,12,48,3,8,53
52,3,1,7,3,3,1,1,1,2,3,5,10,40,5,5,33
27,3,1,8,2,4,1,1,1,2,1,5,12,48,2,14,56
44,3,1,7,2,3,1,1,1,2,1,5,11,47,2,13,49
32,7,1,4,2,4,1,2,2,2,2,5,8,33,6,12,75
32,3,1,4,2,4,2,1,3,2,6,5,10,42,3,8,56
32,3,1,4,2,4,2,8,3,2,1,5,10,42,3,8,54
32,3,1,4,3,4,1,1,1,2,2,5,12,50,5,19,62
76,3,1,7,2,3,1,1,1,1,2,5,12,48,5,17,58
76,3,1,4,3,4,1,1,1,1,2,5,4,16,6,21,58
76,8,1,4,2,4,1,1,1,1,1,5,4,13,6,14,39
28,7,1,4,2,5,1,1,2,1,6,5,8,34,3,19,37
28,3,1,4,2,5,1,1,1,1,6,5,8,34,3,19,36
28,3,1,7,2,3,1,1,1,1,2,5,10,43,1,8,78
28,3,1,7,2,3,1,1,1,1,1,5,10,43,1,8,35
28,2,1,4,2,3,4,1,1,1,2,5,11,44,7,11,72
28,3,1,4,2,3,1,1,1,1,3,5,12,48,5,9,41
28,3,1,4,2,3,1,1,1,1,3,5,12,48,5,9,54
84,3,1,7,2,3,1,1,1,1,2,5,10,40,4,14,80
32,3,1,2,2,2,1,1,1,1,6,5,12,50,6,14,62
76,3,1,4,2,4,1,1,1,1,2,5,7,26,7,10,84
32,3,1,4,3,4,1,1,1,1,2,5,3,11,5,2,73
24,8,1,8,3,3,1,1,1,1,1,5,12,50,5,21,48
24,3,1,8,3,3,1,1,1,1,2,5,12,50,5,21,43
24,3,1,8,3,3,1,1,1,1,2,5,12,50,5,21,63
24,5,1,2,2,2,1,1,1,1,1,5,12,50,4,11,57
24,5,1,2,2,2,1,1,1,1,1,5,12,50,4,11,39
24,3,1,2,2,2,1,1,1,1,1,5,12,50,4,11,48
11,3,1,7,2,3,1,2,1,1,2,5,5,19,6,17,35
11,3,1,7,2,3,1,1,1,1,2,5,5,19,6,17,79
11,3,1,7,2,3,1,1,1,1,2,5,5,19,6,17,78
28,3,1,7,1,3,1,1,1,1,2,5,2,5,4,17,77
28,3,1,4,2,4,1,1,1,1,2,5,2,6,2,15,81
11,3,1,4,2,4,4,2,1,1,5,5,6,23,6,16,51
11,3,1,4,2,4,4,4,1,1,5,5,6,23,6,16,17
11,3,1,4,2,4,4,1,1,1,5,5,6,23,6,16,58
11,3,1,4,2,4,1,1,3,1,3,5,6,22,3,6,65
11,10,1,4,2,4,1,1,3,1,6,5,6,22,3,6,49
11,3,1,4,2,4,1,1,3,1,3,5,6,22,3,6,68
11,3,1,4,2,4,1,1,1,1,1,5,6,22,5,16,69
11,12,1,4,2,4,1,1,2,1,2,5,6,22,5,16,58
11,3,1,4,2,4,1,1,1,1,3,5,6,26,2,17,55
